iucn_sid;am_sid;sciname;cat_code;pop_trend;spatial_source;rgn_id;rgn_name;n_cells;presence;n_spp_rgn
16719605;Fis-23520;Gymnocranius grandoculis;LC;unknown;am;137;Ecuador;43;NA;5057
16719843;Fis-30224;Lethrinus atkinsoni;LC;unknown;am;137;Ecuador;39;NA;5057
16719994;Fis-30229;Lethrinus erythracanthus;LC;unknown;am;137;Ecuador;24;NA;5057
16720181;Fis-23592;Lethrinus nebulosus;LC;unknown;am;137;Ecuador;41;NA;5057
16720267;Fis-23593;Lethrinus obsoletus;LC;unknown;am;137;Ecuador;18;NA;5057
16720328;Fis-30235;Lethrinus olivaceus;LC;unknown;am;137;Ecuador;21;NA;5057
16720577;Fis-30241;Lethrinus xanthochilus;LC;unknown;am;137;Ecuador;25;NA;5057
16721842;Fis-23890;Wattsia mossambica;LC;unknown;am;137;Ecuador;39;NA;5057
16749737;Fis-23742;Heteropriacanthus cruentatus;LC;unknown;am;137;Ecuador;50;NA;5057
16777804;Fis-30810;Etropus crossotus;LC;unknown;am;137;Ecuador;43;NA;5057
16781113;Fis-30019;Fistularia petimba;LC;unknown;am;137;Ecuador;43;NA;5057
18123960;Fis-23904;Anoplogaster cornuta;LC;unknown;am;137;Ecuador;403;NA;5057
18124015;Fis-31164;Diretmus argenteus;LC;unknown;am;137;Ecuador;403;NA;5057
18125776;Fis-25475;Coryphaenoides armatus;LC;unknown;am;137;Ecuador;389;NA;5057
18127741;Fis-31020;Ceratias holboelli;LC;unknown;am;137;Ecuador;403;NA;5057
18127836;Fis-30110;Himantolophus groenlandicus;LC;unknown;am;137;Ecuador;386;NA;5057
18127840;Fis-64697;Melanocetus johnsonii;LC;unknown;am;137;Ecuador;400;NA;5057
18128749;Fis-50491;Oneirodes eschrichtii;LC;unknown;am;137;Ecuador;387;NA;5057
18128938;Fis-26366;Lampanyctus macdonaldi;LC;unknown;am;137;Ecuador;265;NA;5057
18139045;Fis-27245;Spectrunculus grandis;LC;unknown;am;137;Ecuador;383;NA;5057
18140291;Fis-26351;Narcetes stomias;LC;stable;am;137;Ecuador;372;NA;5057
18140358;Fis-139718;Bathylagichthys greyae;LC;unknown;am;137;Ecuador;343;NA;5057
18140736;Fis-139727;Dolicholagus longirostris;LC;unknown;am;137;Ecuador;378;NA;5057
18140829;Fis-33193;Opisthoproctus grimaldii;LC;unknown;am;137;Ecuador;322;NA;5057
18155920;Fis-32336;Opisthoproctus soleatus;LC;unknown;am;137;Ecuador;380;NA;5057
18155933;Fis-28109;Barbantus curvifrons;LC;unknown;am;137;Ecuador;403;NA;5057
18158583;Fis-32421;Nesiarchus nasutus;LC;stable;am;137;Ecuador;80;NA;5057
18227109;Fis-33181;Cyema atrum;LC;unknown;am;137;Ecuador;392;NA;5057
18227119;Fis-31004;Eurypharynx pelecanoides;LC;unknown;am;137;Ecuador;389;NA;5057
18238049;Fis-27277;Scopelogadus beanii;DD;NA;am;137;Ecuador;394;NA;5057
18252612;Fis-31240;Cyclothone acclinidens;LC;stable;am;137;Ecuador;404;NA;5057
18252619;Fis-32102;Cyclothone pallida;LC;stable;am;137;Ecuador;403;NA;5057
18252629;Fis-32103;Cyclothone pseudopallida;LC;stable;am;137;Ecuador;403;NA;5057
18252702;Fis-33789;Diplophos taenia;LC;stable;am;137;Ecuador;405;NA;5057
18252849;Fis-34762;Margrethia obtusirostra;DD;NA;am;137;Ecuador;385;NA;5057
18252853;Fis-162325;Sigmops bathyphilus;LC;unknown;am;137;Ecuador;377;NA;5057
18252952;Fis-26522;Vinciguerria nimbaria;LC;unknown;am;137;Ecuador;403;NA;5057
18253276;Fis-29290;Argyropelecus aculeatus;LC;unknown;am;137;Ecuador;400;NA;5057
18253282;Fis-29669;Argyropelecus gigas;LC;unknown;am;137;Ecuador;394;NA;5057
18253296;Fis-32330;Sternoptyx diaphana;LC;unknown;am;137;Ecuador;393;NA;5057
18253303;Fis-28170;Valenciennellus tripunctulatus;LC;unknown;am;137;Ecuador;400;NA;5057
18256447;Fis-34776;Astronesthes gemmifer;DD;NA;am;137;Ecuador;403;NA;5057
18256458;Fis-28184;Bathophilus digitatus;LC;unknown;am;137;Ecuador;351;NA;5057
18256560;Fis-33821;Echiostoma barbatum;LC;unknown;am;137;Ecuador;403;NA;5057
18256726;Fis-34803;Eustomias braueri;DD;NA;am;137;Ecuador;40;NA;5057
18256992;Fis-28192;Flagellostomias boureei;LC;unknown;am;137;Ecuador;403;NA;5057
18257198;Fis-34854;Idiacanthus fasciola;LC;unknown;am;137;Ecuador;95;NA;5057
18257269;Fis-28196;Leptostomias gladiator;LC;unknown;am;137;Ecuador;403;NA;5057
18257303;Fis-34827;Melanostomias bartonbeani;LC;unknown;am;137;Ecuador;385;NA;5057
18257309;Fis-32334;Melanostomias valdiviae;LC;unknown;am;137;Ecuador;395;NA;5057
18257331;Fis-27692;Neonesthes capensis;LC;unknown;am;137;Ecuador;400;NA;5057
18257501;Fis-28178;Rhadinesthes decimus;LC;unknown;am;137;Ecuador;403;NA;5057
18257655;Fis-28182;Stomias longibarbatus;LC;unknown;am;137;Ecuador;90;NA;5057
18257684;Fis-32108;Trigonolampa miriceps;LC;unknown;am;137;Ecuador;369;NA;5057
18257696;Fis-33203;Grammicolepis brachiusculus;LC;unknown;am;137;Ecuador;3;NA;5057
18257780;Fis-31390;Fistularia commersonii;LC;unknown;am;137;Ecuador;44;NA;5057
20429438;Fis-29760;Carangoides dinema;LC;unknown;am;137;Ecuador;39;NA;5057
20429787;Fis-23420;Carangoides hedlandensis;LC;unknown;am;137;Ecuador;40;NA;5057
20429854;Fis-23425;Carangoides oblongus;LC;unknown;am;137;Ecuador;40;NA;5057
20429869;Fis-21857;Carangoides orthogrammus;LC;unknown;am;137;Ecuador;40;NA;5057
20429950;Fis-29763;Carangoides plagiotaenia;LC;stable;am;137;Ecuador;40;NA;5057
20430679;Fis-29762;Caranx melampygus;LC;unknown;am;137;Ecuador;45;NA;5057
20431518;Fis-29908;Decapterus macrosoma;LC;unknown;am;137;Ecuador;43;NA;5057
20431538;Fis-28451;Decapterus muroadsi;LC;unknown;am;137;Ecuador;404;NA;5057
20435185;Fis-23800;Scomberoides tol;LC;unknown;am;137;Ecuador;41;NA;5057
20436473;Fis-23861;Trachinotus baillonii;LC;unknown;am;137;Ecuador;36;NA;5057
20436497;Fis-23862;Trachinotus blochii;LC;unknown;am;137;Ecuador;40;NA;5057
20662018;Fis-49920;Rosenblattichthys hubbsi;LC;unknown;am;137;Ecuador;399;NA;5057
20662028;Fis-49921;Scopelarchoides danae;LC;unknown;am;137;Ecuador;399;NA;5057
20665159;Fis-120918;Snyderidia canina;LC;unknown;am;137;Ecuador;127;NA;5057
20665551;Fis-32839;Diplospinus multistriatus;LC;unknown;am;137;Ecuador;68;NA;5057
20666310;Fis-27057;Benthodesmus tenuis;LC;unknown;am;137;Ecuador;59;NA;5057
21104612;Fis-28112;Holtbyrnia innesi;LC;unknown;am;137;Ecuador;400;NA;5057
21110276;Fis-30920;Barbourisia rufa;LC;unknown;am;137;Ecuador;145;NA;5057
21112632;Fis-33217;Radiicephalus elongatus;LC;unknown;am;137;Ecuador;384;NA;5057
21112669;Fis-30682;Stylephorus chordatus;LC;unknown;am;137;Ecuador;394;NA;5057
21112867;Fis-50370;Caulophryne polynema;LC;unknown;am;137;Ecuador;380;NA;5057
21112879;Fis-50569;Ceratias uranoscopus;LC;unknown;am;137;Ecuador;403;NA;5057
21112898;Fis-50633;Linophryne pennibarbata;LC;unknown;am;137;Ecuador;177;NA;5057
21113133;Fis-27707;Schedophilus huttoni;LC;unknown;am;137;Ecuador;140;NA;5057
21113146;Fis-59915;Schedophilus velaini;LC;unknown;am;137;Ecuador;235;NA;5057
21113904;Fis-50458;Kali indica;LC;unknown;am;137;Ecuador;377;NA;5057
21132822;Fis-50301;Melamphaes simus;LC;unknown;am;137;Ecuador;404;NA;5057
21132825;Fis-33740;Cyclothone obscura;LC;unknown;am;137;Ecuador;387;NA;5057
21132828;Fis-58515;Gonostoma atlanticum;LC;stable;am;137;Ecuador;402;NA;5057
21132859;Fis-32332;Argyropelecus sladeni;LC;unknown;am;137;Ecuador;403;NA;5057
21132898;Fis-34847;Aristostomias polydactylus;LC;unknown;am;137;Ecuador;396;NA;5057
21132901;Fis-34849;Aristostomias xenostoma;LC;unknown;am;137;Ecuador;404;NA;5057
21132910;Fis-33819;Astronesthes indicus;LC;unknown;am;137;Ecuador;395;NA;5057
21132928;Fis-34790;Bathophilus brevis;LC;unknown;am;137;Ecuador;400;NA;5057
21132935;Fis-28185;Bathophilus longipinnis;LC;unknown;am;137;Ecuador;396;NA;5057
21132953;Fis-34792;Bathophilus pawneei;LC;unknown;am;137;Ecuador;400;NA;5057
21132963;Fis-25477;Borostomias elucens;LC;unknown;am;137;Ecuador;393;NA;5057
21132986;Fis-34805;Eustomias enbarbatus;LC;unknown;am;137;Ecuador;25;NA;5057
21132989;Fis-34806;Eustomias fissibarbis;LC;unknown;am;137;Ecuador;403;NA;5057
21133028;Fis-34782;Heterophotus ophistoma;LC;unknown;am;137;Ecuador;81;NA;5057
21133050;Fis-28200;Melanostomias tentaculatus;LC;unknown;am;137;Ecuador;403;NA;5057
21133058;Fis-49750;Neonesthes microcephalus;LC;unknown;am;137;Ecuador;389;NA;5057
21133108;Fis-28203;Photonectes margarita;LC;unknown;am;137;Ecuador;388;NA;5057
21133121;Fis-33797;Stomias affinis;LC;unknown;am;137;Ecuador;403;NA;5057
21133195;Fis-27309;Allocyttus verrucosus;LC;stable;am;137;Ecuador;403;NA;5057
42830239;Fis-50380;Melanocetus murrayi;LC;unknown;am;137;Ecuador;372;NA;5057
42830251;Fis-50427;Chaenophryne ramifera;LC;unknown;am;137;Ecuador;394;NA;5057
42830260;Fis-139531;Dolopichthys allector;LC;unknown;am;137;Ecuador;337;NA;5057
42830277;Fis-50469;Microlophichthys microlophus;LC;unknown;am;137;Ecuador;375;NA;5057
42830286;Fis-50636;Photocorynus spiniceps;LC;unknown;am;137;Ecuador;351;NA;5057
46086190;Fis-25823;Kyphosus vaigiensis;LC;unknown;am;137;Ecuador;43;NA;5057
46086355;Fis-35634;Gunnellichthys viridescens;LC;unknown;am;137;Ecuador;6;NA;5057
46086532;Fis-25937;Parupeneus heptacanthus;LC;stable;am;137;Ecuador;53;NA;5057
46087813;Fis-33715;Priacanthus blochii;LC;unknown;am;137;Ecuador;30;NA;5057
46097663;Fis-47088;Rogadius pristiger;LC;unknown;am;137;Ecuador;18;NA;5057
47164926;Fis-50079;Coccorella atlantica;LC;unknown;am;137;Ecuador;371;NA;5057
47165067;Fis-49952;Diaphus luetkeni;LC;unknown;am;137;Ecuador;403;NA;5057
47165158;Fis-34800;Eustomias bigelowi;LC;unknown;am;137;Ecuador;381;NA;5057
47165363;Fis-34812;Eustomias macrurus;LC;unknown;am;137;Ecuador;358;NA;5057
47165472;Fis-34840;Photonectes parvimanus;LC;unknown;am;137;Ecuador;213;NA;5057
47165538;Fis-32339;Sudis atrox;LC;unknown;am;137;Ecuador;403;NA;5057
50902942;Fis-23881;Uraspis helvola;LC;unknown;am;137;Ecuador;49;NA;5057
50903119;Fis-25929;Mulloidichthys flavolineatus;LC;stable;am;137;Ecuador;42;NA;5057
50903234;Fis-25150;Dactyloptena orientalis;LC;unknown;am;137;Ecuador;42;NA;5057
56852298;Fis-31547;Kyphosus bigibbus;LC;unknown;am;137;Ecuador;40;NA;5057
56852595;Fis-25911;Choeroichthys brachysoma;LC;unknown;am;137;Ecuador;22;NA;5057
60469175;Fis-50764;Abyssobrotula galatheae;LC;unknown;am;137;Ecuador;213;NA;5057
60469186;Fis-29601;Alepisaurus brevirostris;LC;unknown;am;137;Ecuador;369;NA;5057
60469232;Fis-31105;Aristostomias lunifer;LC;unknown;am;137;Ecuador;385;NA;5057
60469264;Fis-132165;Bassozetus levistomatus;LC;unknown;am;137;Ecuador;10;NA;5057
60469670;Fis-31023;Centrophryne spinulosa;LC;unknown;am;137;Ecuador;384;NA;5057
60469804;Fis-50410;Chaenophryne draco;LC;unknown;am;137;Ecuador;388;NA;5057
60470361;Fis-50462;Dolopichthys pullatus;DD;NA;am;137;Ecuador;372;NA;5057
60470373;Fis-50455;Dysalotus oligoscolus;LC;unknown;am;137;Ecuador;355;NA;5057
60470422;Fis-34818;Eustomias simplex;LC;unknown;am;137;Ecuador;369;NA;5057
60470481;Fis-50589;Gigantactis elsmani;LC;unknown;am;137;Ecuador;376;NA;5057
60470687;Fis-50600;Gigantactis vanhoeffeni;DD;NA;am;137;Ecuador;392;NA;5057
60470770;Fis-50614;Haplophryne mollis;LC;unknown;am;137;Ecuador;372;NA;5057
60471195;Fis-53281;Hymenogadus gracilis;DD;NA;am;137;Ecuador;356;NA;5057
60471792;Fis-52165;Kali kerberti;LC;unknown;am;137;Ecuador;387;NA;5057
60471825;Fis-50466;Kali macrura;LC;unknown;am;137;Ecuador;309;NA;5057
60471850;Fis-112702;Laemonema robustum;DD;NA;am;137;Ecuador;78;NA;5057
60471855;Fis-49988;Lampadena speculigera;LC;unknown;am;137;Ecuador;404;NA;5057
60471877;Fis-27226;Lamprogrammus brunswigi;LC;unknown;am;137;Ecuador;93;NA;5057
60471916;Fis-132055;Lamprogrammus shcherbachevi;DD;NA;am;137;Ecuador;57;NA;5057
60471925;Fis-124379;Lasiognathus saccostoma;LC;unknown;am;137;Ecuador;14;NA;5057
60471934;Fis-132811;Leptacanthichthys gracilispinis;DD;NA;am;137;Ecuador;386;NA;5057
60472409;Fis-50635;Linophryne racemifera;DD;NA;am;137;Ecuador;171;NA;5057
60473762;Fis-50171;Loweina interrupta;LC;unknown;am;137;Ecuador;6;NA;5057
60474290;Fis-26538;Loweina rara;LC;unknown;am;137;Ecuador;403;NA;5057
60475627;Fis-48978;Macrouroides inflaticeps;LC;unknown;am;137;Ecuador;360;NA;5057
60477122;Fis-33155;Melamphaes longivelis;DD;NA;am;137;Ecuador;405;NA;5057
60477337;Fis-51000;Melamphaes polylepis;DD;NA;am;137;Ecuador;394;NA;5057
60478881;Fis-34830;Melanostomias melanops;LC;unknown;am;137;Ecuador;392;NA;5057
60479648;Fis-49729;Mentodus facilis;LC;unknown;am;137;Ecuador;375;NA;5057
60480620;Fis-144477;Mentodus mesalirus;LC;unknown;am;137;Ecuador;174;NA;5057
60481692;Fis-149465;Nannobrachium wisneri;LC;unknown;am;137;Ecuador;153;NA;5057
60481914;Fis-31021;Neoceratias spinifer;LC;unknown;am;137;Ecuador;46;NA;5057
60482259;Fis-166038;Paracaristius nudarcus;DD;NA;am;137;Ecuador;403;NA;5057
60482374;Fis-168166;Pentherichthys atratus;LC;unknown;am;137;Ecuador;362;NA;5057
60482467;Fis-34834;Photonectes caerulescens;LC;unknown;am;137;Ecuador;277;NA;5057
60482562;Fis-139713;Phyllorhinichthys micractis;LC;unknown;am;137;Ecuador;327;NA;5057
60482676;Fis-170174;Platyberyx andriashevi;DD;NA;am;137;Ecuador;396;NA;5057
60483137;Fis-150167;Regalecus russelii;LC;unknown;am;137;Ecuador;353;NA;5057
60483211;Fis-27305;Rhynchohyalus natalensis;LC;unknown;am;137;Ecuador;98;NA;5057
60483273;Fis-30919;Rondeletia loricata;LC;unknown;am;137;Ecuador;400;NA;5057
60484333;Fis-53495;Scopelogadus mizolepis;LC;unknown;am;137;Ecuador;393;NA;5057
60484826;Fis-32105;Sternoptyx pseudodiaphana;LC;unknown;am;137;Ecuador;290;NA;5057
61934264;Fis-50313;Scopeloberyx robustus;DD;NA;am;137;Ecuador;403;NA;5057
65134886;Fis-23389;Aulostomus chinensis;LC;unknown;am;137;Ecuador;42;NA;5057
65363417;Fis-26477;Solenostomus paradoxus;LC;unknown;am;137;Ecuador;37;NA;5057
65364515;Fis-35346;Choeroichthys cinctus;LC;decreasing;am;137;Ecuador;16;NA;5057
65364553;Fis-25613;Choeroichthys sculptus;LC;decreasing;am;137;Ecuador;37;NA;5057
65364931;Fis-25914;Corythoichthys intestinalis;LC;decreasing;am;137;Ecuador;11;NA;5057
65365012;Fis-31610;Corythoichthys nigripectus;LC;decreasing;am;137;Ecuador;15;NA;5057
65365100;Fis-31613;Corythoichthys schultzi;LC;decreasing;am;137;Ecuador;37;NA;5057
65365899;Fis-25917;Cosmocampus maxweberi;LC;decreasing;am;137;Ecuador;17;NA;5057
65367364;Fis-112299;Festucalex wassi;DD;NA;am;137;Ecuador;1;NA;5057
65367461;Fis-28621;Halicampus boothae;LC;unknown;am;137;Ecuador;22;NA;5057
65367712;Fis-25921;Halicampus mataafae;LC;unknown;am;137;Ecuador;40;NA;5057
65369760;Fis-28656;Leptonotus blainvilleanus;LC;unknown;am;137;Ecuador;32;NA;5057
65372543;Fis-112462;Penetopteryx taeniocephalus;LC;unknown;am;137;Ecuador;26;NA;5057
65372675;Fis-26676;Phoxocampus belcheri;LC;unknown;am;137;Ecuador;40;NA;5057
65372732;Fis-25925;Phoxocampus diacanthus;LC;unknown;am;137;Ecuador;17;NA;5057
65374622;Fis-30690;Syngnathus californiensis;LC;unknown;am;137;Ecuador;33;NA;5057
65374676;Fis-30691;Syngnathus euchrous;DD;NA;am;137;Ecuador;2;NA;5057
67852930;Fis-32678;Saurida nebulosa;LC;unknown;am;137;Ecuador;43;NA;5057
67853294;Fis-134146;Synodus capricornis;LC;unknown;am;137;Ecuador;41;NA;5057
67853390;Fis-35278;Synodus dermatogenys;LC;unknown;am;137;Ecuador;33;NA;5057
67853408;Fis-35406;Synodus doaki;LC;unknown;am;137;Ecuador;33;NA;5057
67853451;Fis-32592;Synodus jaculum;LC;unknown;am;137;Ecuador;38;NA;5057
67853562;Fis-26525;Synodus kaianus;LC;unknown;am;137;Ecuador;47;NA;5057
67854163;Fis-142912;Synodus lobeli;LC;unknown;am;137;Ecuador;6;NA;5057
67855905;Fis-34110;Synodus rubromarmoratus;LC;unknown;am;137;Ecuador;36;NA;5057
67856047;Fis-32337;Synodus ulae;LC;unknown;am;137;Ecuador;32;NA;5057
67856062;Fis-34109;Synodus usitatus;LC;unknown;am;137;Ecuador;30;NA;5057
67869958;Fis-35266;Myripristis chryseres;LC;unknown;am;137;Ecuador;38;NA;5057
67870015;Fis-26474;Myripristis hexagona;LC;unknown;am;137;Ecuador;38;NA;5057
67871080;Fis-51015;Myripristis tiki;DD;NA;am;137;Ecuador;24;NA;5057
67871203;Fis-28675;Neoniphon aurolineatus;LC;unknown;am;137;Ecuador;28;NA;5057
67899637;Fis-27745;Ostichthys kaianus;LC;unknown;am;137;Ecuador;39;NA;5057
67899991;Fis-28673;Plectrypops lima;LC;unknown;am;137;Ecuador;30;NA;5057
67900591;Fis-28613;Pristilepis oligolepis;LC;unknown;am;137;Ecuador;43;NA;5057
67902046;Fis-123102;Sargocentron ensifer;LC;unknown;am;137;Ecuador;26;NA;5057
67902103;Fis-26196;Sargocentron ittodai;LC;unknown;am;137;Ecuador;38;NA;5057
67902620;Fis-62169;Sargocentron lepros;LC;unknown;am;137;Ecuador;20;NA;5057
67902657;Fis-25568;Sargocentron melanospilos;LC;unknown;am;137;Ecuador;32;NA;5057
67902908;Fis-25849;Sargocentron microstoma;LC;unknown;am;137;Ecuador;42;NA;5057
67902985;Fis-25374;Sargocentron punctatissimum;LC;unknown;am;137;Ecuador;41;NA;5057
67903074;Fis-53596;Sargocentron spinosissimum;LC;unknown;am;137;Ecuador;7;NA;5057
67903124;Fis-25376;Sargocentron tiere;LC;unknown;am;137;Ecuador;40;NA;5057
67903174;Fis-25377;Sargocentron violaceum;LC;unknown;am;137;Ecuador;40;NA;5057
67904147;Fis-28672;Diademichthys lineatus;LC;unknown;am;137;Ecuador;41;NA;5057
67905532;Fis-51643;Lepadichthys minor;LC;unknown;am;137;Ecuador;22;NA;5057
67905735;Fis-54976;Pherallodus indicus;LC;unknown;am;137;Ecuador;29;NA;5057
67966271;Fis-33224;Scopelosaurus smithii;LC;unknown;am;137;Ecuador;64;NA;5057
67996765;Fis-148610;Itycirrhitus wilhelmi;LC;unknown;am;137;Ecuador;26;NA;5057
67997172;Fis-26216;Cirrhitichthys aprinus;LC;unknown;am;137;Ecuador;37;NA;5057
67997668;Fis-21635;Cirrhitichthys oxycephalus;LC;unknown;am;137;Ecuador;38;NA;5057
67997694;Fis-26698;Cirrhitops fasciatus;LC;unknown;am;137;Ecuador;16;NA;5057
67997787;Fis-25842;Cirrhitus pinnulatus;LC;unknown;am;137;Ecuador;41;NA;5057
67997854;Fis-31553;Oxycirrhites typus;LC;unknown;am;137;Ecuador;43;NA;5057
68000633;Fis-35565;Limnichthys fasciatus;LC;unknown;am;137;Ecuador;27;NA;5057
68000804;Fis-50482;Limnichthys nitidus;LC;unknown;am;137;Ecuador;35;NA;5057
68328587;Fis-54219;Cabillus lacertops;LC;unknown;am;137;Ecuador;31;NA;5057
68332472;Fis-115656;Koumansetta rainfordi;LC;unknown;am;137;Ecuador;9;NA;5057
69128053;Fis-35306;Gunnellichthys curiosus;LC;unknown;am;137;Ecuador;22;NA;5057
69128107;Fis-32432;Gunnellichthys pleurotaenia;LC;unknown;am;137;Ecuador;24;NA;5057
69128289;Fis-35307;Gunnellichthys monostigma;LC;unknown;am;137;Ecuador;21;NA;5057
69128478;Fis-31897;Nemateleotris decora;LC;unknown;am;137;Ecuador;11;NA;5057
69128541;Fis-35336;Nemateleotris helfrichi;LC;unknown;am;137;Ecuador;2;NA;5057
69180629;Fis-25092;Ptereleotris hanae;LC;unknown;am;137;Ecuador;15;NA;5057
69181442;Fis-25093;Ptereleotris heteroptera;LC;unknown;am;137;Ecuador;39;NA;5057
69181519;Fis-25096;Ptereleotris zebra;LC;unknown;am;137;Ecuador;24;NA;5057
69181884;Fis-25930;Mulloidichthys vanicolensis;LC;stable;am;137;Ecuador;43;NA;5057
69181934;Fis-25932;Parupeneus barberinoides;LC;unknown;am;137;Ecuador;32;NA;5057
69181969;Fis-25935;Parupeneus ciliatus;LC;unknown;am;137;Ecuador;38;NA;5057
69182011;Fis-25936;Parupeneus cyclostomus;LC;stable;am;137;Ecuador;42;NA;5057
69182291;Fis-149204;Parupeneus insularis;LC;unknown;am;137;Ecuador;18;NA;5057
69182614;Fis-25938;Parupeneus indicus;LC;unknown;am;137;Ecuador;18;NA;5057
69182861;Fis-25940;Parupeneus pleurostigma;LC;unknown;am;137;Ecuador;43;NA;5057
69183023;Fis-26226;Parupeneus spilurus;LC;unknown;am;137;Ecuador;28;NA;5057
69539322;Fis-149098;Pentapodus aureofasciatus;LC;unknown;am;137;Ecuador;26;NA;5057
69545542;Fis-32526;Priacanthus meeki;LC;unknown;am;137;Ecuador;14;NA;5057
69545550;Fis-27534;Pristigenys meyeri;LC;unknown;am;137;Ecuador;23;NA;5057
69583348;Fis-28575;Cypho purpurascens;LC;unknown;am;137;Ecuador;21;NA;5057
69583361;Fis-149781;Lubbockichthys multisquamatus;LC;unknown;am;137;Ecuador;23;NA;5057
69583400;Fis-160846;Pictichromis porphyrea;LC;unknown;am;137;Ecuador;7;NA;5057
69583414;Fis-35795;Pseudochromis cyanotaenia;LC;unknown;am;137;Ecuador;32;NA;5057
69583420;Fis-35935;Pseudochromis jamesi;LC;unknown;am;137;Ecuador;14;NA;5057
69583457;Fis-35941;Pseudoplesiops revellei;LC;unknown;am;137;Ecuador;17;NA;5057
69583460;Fis-35792;Pseudoplesiops rosae;LC;unknown;am;137;Ecuador;35;NA;5057
69583466;Fis-151410;Pseudoplesiops wassi;LC;unknown;am;137;Ecuador;9;NA;5057
69740861;Fis-161092;Xenisthmus eirospilus;LC;unknown;am;137;Ecuador;25;NA;5057
69740895;Fis-28975;Xenisthmus polyzonatus;LC;unknown;am;137;Ecuador;27;NA;5057
69741115;Fis-25906;Zanclus cornutus;LC;stable;am;137;Ecuador;43;NA;5057
69741907;Fis-158441;Asterorhombus filifer;LC;unknown;am;137;Ecuador;24;NA;5057
69743659;Fis-55752;Chascanopsetta prorigera;LC;unknown;am;137;Ecuador;19;NA;5057
69743737;Fis-133549;Engyprosopon arenicola;LC;unknown;am;137;Ecuador;28;NA;5057
69778452;Fis-47586;Parabothus coarctatus;LC;unknown;am;137;Ecuador;40;NA;5057
69779611;Fis-62638;Aseraggodes bahamondei;LC;unknown;am;137;Ecuador;10;NA;5057
69780030;Fis-52026;Aseraggodes melanostictus;LC;unknown;am;137;Ecuador;9;NA;5057
69781742;Fis-26940;Pardachirus pavoninus;LC;unknown;am;137;Ecuador;38;NA;5057
69781901;Fis-55097;Soleichthys heterorhinos;LC;unknown;am;137;Ecuador;29;NA;5057
69787355;Fis-149811;Onigocia bimaculata;LC;unknown;am;137;Ecuador;16;NA;5057
69789808;Fis-47009;Onigocia pedimacula;LC;unknown;am;137;Ecuador;42;NA;5057
69790649;Fis-164871;Sunagocia arenicola;LC;unknown;am;137;Ecuador;31;NA;5057
69790740;Fis-156511;Sunagocia otaitensis;LC;unknown;am;137;Ecuador;37;NA;5057
69793633;Fis-25379;Dendrochirus brachypterus;LC;unknown;am;137;Ecuador;38;NA;5057
69794152;Fis-32524;Iracundus signifer;LC;unknown;am;137;Ecuador;31;NA;5057
69798179;Fis-25826;Parascorpaena mcadamsi;LC;unknown;am;137;Ecuador;36;NA;5057
69798315;Fis-25827;Parascorpaena mossambica;LC;unknown;am;137;Ecuador;38;NA;5057
69799861;Fis-31143;Pterois radiata;LC;unknown;am;137;Ecuador;39;NA;5057
69800498;Fis-54503;Rhinopias xenops;LC;unknown;am;137;Ecuador;8;NA;5057
69800704;Fis-21582;Thysanophrys chiltonae;LC;unknown;am;137;Ecuador;26;NA;5057
69917722;Fis-26478;Scorpaenodes albaiensis;LC;unknown;am;137;Ecuador;38;NA;5057
69917918;Fis-165220;Scorpaenodes evides;LC;unknown;am;137;Ecuador;41;NA;5057
69918183;Fis-25834;Scorpaenodes guamensis;LC;unknown;am;137;Ecuador;38;NA;5057
69918395;Fis-25833;Scorpaenodes minor;LC;unknown;am;137;Ecuador;30;NA;5057
69918402;Fis-25381;Scorpaenodes parvipinnis;LC;unknown;am;137;Ecuador;38;NA;5057
69918527;Fis-31549;Scorpaenodes varipinnis;LC;unknown;am;137;Ecuador;39;NA;5057
69918624;Fis-31149;Scorpaenopsis diabolus;LC;unknown;am;137;Ecuador;42;NA;5057
69918967;Fis-31550;Scorpaenopsis macrochir;LC;unknown;am;137;Ecuador;19;NA;5057
69919036;Fis-138820;Scorpaenopsis papuensis;LC;unknown;am;137;Ecuador;32;NA;5057
69919214;Fis-145222;Scorpaenopsis possi;LC;unknown;am;137;Ecuador;17;NA;5057
69919253;Fis-145236;Scorpaenopsis vittapinna;LC;unknown;am;137;Ecuador;35;NA;5057
69919731;Fis-145214;Sebastapistes fowleri;LC;unknown;am;137;Ecuador;27;NA;5057
69920173;Fis-25829;Sebastapistes mauritiana;LC;unknown;am;137;Ecuador;23;NA;5057
69920296;Fis-25830;Sebastapistes strongia;LC;unknown;am;137;Ecuador;21;NA;5057
69920346;Fis-50361;Sebastapistes tinkhami;LC;unknown;am;137;Ecuador;23;NA;5057
69922228;Fis-55108;Cantherhines dumerilii;LC;stable;am;137;Ecuador;41;NA;5057
70010111;Fis-26719;Cantherhines fronticinctus;LC;unknown;am;137;Ecuador;31;NA;5057
70010275;Fis-26231;Cantherhines pardalis;LC;unknown;am;137;Ecuador;41;NA;5057
70010615;Fis-26786;Monacanthus chinensis;LC;unknown;am;137;Ecuador;38;NA;5057
70010872;Fis-26187;Paraluteres prionurus;LC;unknown;am;137;Ecuador;41;NA;5057
70011018;Fis-25086;Pervagor aspricaudus;LC;unknown;am;137;Ecuador;27;NA;5057
70011147;Fis-25087;Pervagor janthinosoma;LC;stable;am;137;Ecuador;30;NA;5057
