"rgn_id","stock_id","taxon_key","year","catch","score","gapfilled","method"
2,"Ethmidium_maculatum-87",601593,2019,9.487378345,NA,1,"Mean gapfilled"
2,"Isacia_conceptionis-87",600397,2019,17.2575,NA,1,"Mean gapfilled"
2,"Opisthonema_libertate-87",601484,2019,1.494,NA,1,"Mean gapfilled"
2,"Sardinops_sagax-87",601477,2019,0,NA,1,"Mean gapfilled"
2,"Scomber_japonicus-87",600117,2019,5790.293571,NA,1,"Mean gapfilled"
2,"Trachurus_murphyi-87",600367,2019,326.4786437,NA,1,"Mean gapfilled"
2,"Engraulis_ringens-87",600004,2019,140240.08,NA,1,"Mean gapfilled"
2,"Cetengraulis_mysticetus-87",600548,2020,0,NA,1,"Mean gapfilled"
2,"Cheilodactylus_variegatus-87",600461,2020,0,NA,1,"Mean gapfilled"
2,"Decapterus_macrosoma-87",601938,2020,30.2238,NA,1,"Mean gapfilled"
2,"Ethmidium_maculatum-87",601593,2020,84.0915,NA,1,"Mean gapfilled"
2,"Isacia_conceptionis-87",600397,2020,0,NA,1,"Mean gapfilled"
2,"Opisthonema_libertate-87",601484,2020,0.9,NA,1,"Mean gapfilled"
2,"Sardinops_sagax-87",601477,2020,0,NA,1,"Mean gapfilled"
2,"Scomber_japonicus-87",600117,2020,212.41395,NA,1,"Mean gapfilled"
2,"Trachurus_murphyi-87",600367,2020,12.834,NA,1,"Mean gapfilled"
2,"Engraulis_ringens-87",600004,2020,181305.9,NA,1,"Mean gapfilled"
